gender,region,education,income,customer lifetime value,policy type,vehicle class,monthly premium auto,total claim amount,number of open complaints
273,F,Central,High School or Below,37824.84705495949,5.0296388,Personal Auto,Sports Car,133.0,795.864079,0.0
274,F,East,Bachelor,26583.0,4.8214185,Personal Auto,SUV,1005.0,614.4,0.0
275,M,North West,Master,25486.0,5.0043105,Special Auto,Two-Door Car,65.0,72.438681,0.0
276,M,Central,College,24065.0,8.6300539,Corporate Auto,Four-Door Car,111.0,532.8,0.0
277,F,Central,High School or Below,70435.0,9.3220851,Personal Auto,Four-Door Car,116.0,67.881546,0.0
278,M,Cali,College,37824.84705495949,16.7275606,Personal Auto,Two-Door Car,76.0,402.636829,0.0
279,F,North West,High School or Below,39679.0,3.6525324,Personal Auto,Two-Door Car,92.0,641.388616,0.0
280,M,Central,College,37824.84705495949,6.1586012,Personal Auto,Four-Door Car,89.0,342.481173,0.0
281,M,Cali,Bachelor,37824.84705495949,4.3760840000000005,Personal Auto,Two-Door Car,69.0,331.2,0.0
282,M,Central,High School or Below,53565.0,5.5694562,Personal Auto,Four-Door Car,71.0,340.8,0.0
283,M,East,Bachelor,37574.0,2.576513,Personal Auto,Two-Door Car,66.0,412.101933,0.0
284,M,East,Bachelor,48259.0,8.346983199999999,Personal Auto,Two-Door Car,108.0,73.700573,0.0
285,F,Central,High School or Below,78532.0,6.3239239000000005,Personal Auto,Four-Door Car,78.0,374.4,0.0
286,F,Central,Bachelor,96163.0,5.9731434,Corporate Auto,Four-Door Car,73.0,350.4,0.0
287,M,Cali,Bachelor,37824.84705495949,4.706677,Personal Auto,Four-Door Car,72.0,345.6,0.0
288,M,Cali,High School or Below,37824.84705495949,8.0934103,Personal Auto,Sports Car,114.0,722.024742,0.0
289,M,East,College,72672.0,5.0357446,Personal Auto,Four-Door Car,63.0,259.361117,0.0
290,F,North West,Bachelor,99002.0,9.0278672,Personal Auto,Four-Door Car,112.0,537.6,0.0
291,M,West Region,High School or Below,79494.0,7.2888848,Personal Auto,Four-Door Car,91.0,396.295614,0.0
292,M,North West,Master,35704.0,18.042479399999998,Personal Auto,Luxury Car,225.0,358.281562,0.0
293,F,Central,Bachelor,37824.84705495949,4.992063,Corporate Auto,Four-Door Car,71.0,653.388564,0.0
294,F,North West,High School or Below,26049.0,9.1022678,Personal Auto,Two-Door Car,118.0,121.032372,0.0
295,M,Central,Doctor,70125.0,2.5404077,Special Auto,Four-Door Car,64.0,92.813396,0.0
296,M,West Region,College,52369.0,12.9418919,Personal Auto,SUV,110.0,528.0,0.0
297,F,East,Bachelor,37824.84705495949,2.3653486,Special Auto,Four-Door Car,66.0,159.636956,0.0
298,M,Central,College,41770.0,5.7207651,Personal Auto,Four-Door Car,72.0,476.156957,0.0
299,M,North West,High School or Below,37824.84705495949,7.0355341000000005,Corporate Auto,Four-Door Car,101.0,727.2,0.0
300,M,West Region,College,31911.0,2.6369777,Personal Auto,Four-Door Car,67.0,321.6,0.0
301,M,Central,Bachelor,70051.0,5.3958319999999995,Corporate Auto,Four-Door Car,68.0,42.078345,0.0
302,M,North West,High School or Below,19683.0,8.3826301,Personal Auto,Sports Car,117.0,561.6,0.0
303,F,East,College,30916.0,31.1617452,Personal Auto,SUV,112.0,200.11606,0.0
304,F,North West,Bachelor,37824.84705495949,2.8877422999999998,Personal Auto,Four-Door Car,80.0,676.944023,0.0
305,M,East,College,84302.0,7.425845300000001,Personal Auto,Four-Door Car,62.0,76.609295,0.0
306,M,West Region,Bachelor,37824.84705495949,25.585727799999997,Corporate Auto,SUV,116.0,830.623064,0.0
307,M,North West,College,60145.0,10.272608199999999,Personal Auto,SUV,132.0,580.473259,0.0
308,F,North West,Bachelor,63774.0,4.3763635999999995,Personal Auto,Four-Door Car,111.0,60.036683,0.0
309,F,West Region,Bachelor,25134.0,5.3188966,Corporate Auto,Four-Door Car,67.0,321.6,0.0
310,M,North West,Bachelor,37057.0,4.7197622,Personal Auto,Four-Door Car,61.0,47.53101,0.0
311,F,North West,High School or Below,58577.0,4.4280316,Personal Auto,SUV,110.0,303.872752,0.0
312,M,West Region,High School or Below,85857.0,5.8791761,Corporate Auto,Four-Door Car,73.0,100.620067,0.0
313,F,North West,Doctor,70602.0,9.4169085,Personal Auto,SUV,116.0,481.339891,0.0
314,F,North West,Master,33816.0,8.288155600000001,Corporate Auto,Four-Door Car,106.0,508.8,0.0
315,M,North West,Bachelor,37824.84705495949,32.6548383,Personal Auto,SUV,153.0,1101.6,0.0
316,F,North West,College,89642.0,4.7194501,Corporate Auto,SUV,121.0,86.320022,0.0
317,F,West Region,Bachelor,60068.0,3.9034747999999997,Personal Auto,Two-Door Car,98.0,470.4,0.0
318,F,West Region,Bachelor,50044.0,5.4572597,Personal Auto,SUV,139.0,667.2,0.0
319,F,West Region,Master,36650.0,2.7253564000000003,Personal Auto,Four-Door Car,69.0,56.60333,0.0
320,F,Central,College,50653.0,4.4339737,Corporate Auto,SUV,110.0,262.865172,0.0
321,F,Central,Doctor,68931.0,5.3324627,Personal Auto,Four-Door Car,66.0,309.577946,0.0
322,M,North West,Bachelor,37824.84705495949,2.315095,Corporate Auto,Four-Door Car,73.0,350.4,0.0
323,F,West Region,College,37824.84705495949,5.4119537,Personal Auto,Four-Door Car,73.0,365.364581,0.0
324,M,West Region,Bachelor,39266.0,9.5873323,Personal Auto,Four-Door Car,80.0,384.0,0.0
325,M,West Region,College,37824.84705495949,22.103507200000003,Personal Auto,SUV,102.0,489.6,0.0
326,F,Central,High School or Below,37824.84705495949,9.7649453,Personal Auto,Four-Door Car,98.0,705.6,0.0
327,F,Central,Bachelor,40864.0,2.5671515,Corporate Auto,Four-Door Car,65.0,9.51528,0.0
328,F,North West,College,39035.0,2.6506228000000003,Personal Auto,Four-Door Car,68.0,244.564334,0.0
329,M,West Region,Bachelor,34923.0,11.264363300000001,Personal Auto,Two-Door Car,98.0,639.105556,0.0
330,M,West Region,High School or Below,37824.84705495949,2.1685235,Personal Auto,Four-Door Car,63.0,453.6,0.0
331,F,West Region,High School or Below,37824.84705495949,8.6106675,Corporate Auto,SUV,111.0,532.8,0.0
332,F,West Region,College,24506.0,2.8346462,Personal Auto,Two-Door Car,71.0,511.2,0.0
333,M,North West,High School or Below,37824.84705495949,8.9301397,Personal Auto,Four-Door Car,82.0,554.522969,0.0
334,F,Central,College,52220.0,5.5363869999999995,Personal Auto,Four-Door Car,70.0,336.0,0.0
335,M,Central,High School or Below,37824.84705495949,2.8408542999999997,Personal Auto,Two-Door Car,74.0,402.449823,0.0
336,M,West Region,College,53554.0,8.082881,Personal Auto,Four-Door Car,67.0,327.020539,0.0
337,M,West Region,Bachelor,34476.0,5.254734300000001,Corporate Auto,Four-Door Car,67.0,5.3953,0.0
338,F,Central,Bachelor,37824.84705495949,5.1162376,Personal Auto,Four-Door Car,70.0,131.401291,0.0
339,M,West Region,College,68205.0,3.034647,Personal Auto,Two-Door Car,76.0,99.382943,0.0
340,F,West Region,High School or Below,37824.84705495949,8.0248999,Personal Auto,SUV,119.0,856.8,0.0
341,M,West Region,High School or Below,53690.0,18.211143200000002,Personal Auto,SUV,154.0,739.2,0.0
342,M,North West,High School or Below,37824.84705495949,5.1215633,Personal Auto,Four-Door Car,72.0,518.4,0.0
343,F,West Region,High School or Below,37824.84705495949,2.1501786,Personal Auto,Four-Door Car,61.0,292.8,0.0
344,F,West Region,High School or Below,74454.0,5.5953899,Personal Auto,Four-Door Car,71.0,340.8,0.0
345,F,Central,Bachelor,37824.84705495949,7.562824,Personal Auto,Four-Door Car,73.0,350.4,0.0
346,M,North West,High School or Below,29664.0,5.3858532,Personal Auto,Four-Door Car,71.0,340.8,0.0
347,F,East,Doctor,72450.0,2.6780583,Corporate Auto,Four-Door Car,66.0,84.218363,0.0
348,F,Central,Bachelor,47272.0,9.4225679,Personal Auto,Four-Door Car,79.0,64.546877,0.0
349,F,North West,College,21585.0,3.6058603000000002,Corporate Auto,Four-Door Car,92.0,441.6,0.0
350,F,West Region,College,23827.0,7.7625906,Personal Auto,Four-Door Car,106.0,37.910623,0.0
351,F,Central,College,69906.0,23.4449005,Corporate Auto,Four-Door Car,74.0,202.860399,0.0
352,F,West Region,High School or Below,37824.84705495949,2.5581782,Corporate Auto,Four-Door Car,72.0,345.6,0.0
353,M,East,Master,73196.0,2.654381,Personal Auto,Four-Door Car,66.0,85.809817,0.0
354,M,East,Bachelor,72217.0,2.5497861,Personal Auto,Four-Door Car,6464.0,91.146661,0.0
355,M,West Region,High School or Below,46131.0,2.9695933,Personal Auto,Two-Door Car,74.0,355.2,0.0
356,F,North West,Master,54514.0,4.3631246,Personal Auto,SUV,109.0,286.234931,0.0
357,F,West Region,High School or Below,37824.84705495949,5.8843086,Personal Auto,SUV,161.0,1159.2,0.0
358,F,Central,College,96668.0,5.2721916,Personal Auto,Four-Door Car,66.0,316.8,0.0
359,M,West Region,Doctor,78879.0,5.5098956999999995,Personal Auto,Four-Door Car,69.0,466.570791,0.0
360,M,Central,College,37824.84705495949,16.3136835,Personal Auto,Four-Door Car,69.0,331.2,0.0
361,F,Central,Bachelor,37824.84705495949,5.6780502,Personal Auto,Four-Door Car,76.0,364.8,0.0
362,F,West Region,Bachelor,37824.84705495949,12.101208799999998,Personal Auto,Sports Car,112.0,1252.406235,0.0
363,M,North West,Bachelor,29735.0,2.4535708,Personal Auto,Four-Door Car,69.0,331.2,0.0
364,M,West Region,High School or Below,23082.0,5.0756627000000005,Special Auto,Four-Door Car,65.0,312.0,0.0
365,M,Central,Bachelor,53984.0,3.2149794,Corporate Auto,Four-Door Car,80.0,421.484456,0.0
366,F,West Region,College,52135.0,12.2753431,Personal Auto,SUV,156.0,430.505942,0.0
367,F,West Region,College,17576.0,2.7222107,Corporate Auto,Four-Door Car,71.0,398.502948,0.0
368,F,North West,Bachelor,29486.0,2.4574409,Personal Auto,Four-Door Car,62.0,7.646763,0.0
369,F,North West,Master,58557.0,3.5548453,Corporate Auto,Four-Door Car,88.0,55.510526,0.0
370,M,West Region,Bachelor,25632.0,4.9295497,Personal Auto,Two-Door Car,63.0,351.270869,0.0
371,F,West Region,High School or Below,37824.84705495949,8.0364503,Personal Auto,Sports Car,112.0,806.4,0.0
372,M,Central,Bachelor,18768.0,4.276915300000001,Corporate Auto,Four-Door Car,68.0,647.454583,0.0
373,F,West Region,Bachelor,33190.0,33.473349500000005,Personal Auto,SUV,106.0,508.8,0.0
374,F,North West,Master,47945.0,5.9605814,Personal Auto,Two-Door Car,74.0,128.43823,0.0
375,M,Central,College,58778.0,44.7954694,Special Auto,SUV,126.0,302.033971,0.0
376,F,West Region,High School or Below,15192.0,3.8321181,Personal Auto,SUV,100.0,480.0,0.0
377,F,West Region,Bachelor,51859.0,6.8379326,Personal Auto,SUV,171.0,1003.160633,0.0
378,F,Central,High School or Below,23422.0,5.285268199999999,Personal Auto,Two-Door Car,72.0,518.4,0.0
379,F,West Region,College,21604.0,3.0965112,Corporate Auto,Four-Door Car,79.0,379.2,0.0
380,M,Central,College,79298.0,3.5897107,Personal Auto,Four-Door Car,90.0,244.362072,0.0
381,F,Central,Bachelor,76731.0,2.5824085,Special Auto,Four-Door Car,64.0,201.455005,0.0
382,M,East,College,38460.0,3.4039194,Personal Auto,Four-Door Car,88.0,91.55098,0.0
383,F,Central,College,48534.0,13.575676000000001,Personal Auto,SUV,115.0,552.0,0.0
384,M,East,Doctor,30817.0,3.4361343,Corporate Auto,Four-Door Car,88.0,91.834668,0.0
385,F,North West,College,48412.0,28.6858279,Personal Auto,SUV,104.0,707.430832,0.0
386,M,East,Bachelor,68798.0,4.5026797,Personal Auto,SUV,114.0,92.915251,0.0
387,M,North West,Bachelor,23712.0,6.1831115,Personal Auto,Four-Door Car,85.0,376.126419,0.0
388,M,West Region,College,28142.0,3.873647,Personal Auto,Sports Car,105.0,701.708239,0.0
389,F,West Region,Master,72196.0,18.9293306,Personal Auto,Four-Door Car,68.0,152.184244,0.0
390,M,West Region,Master,68197.0,5.5532958,Personal Auto,Four-Door Car,69.0,176.819414,0.0
391,M,West Region,Bachelor,75248.0,5.0112592,Corporate Auto,Four-Door Car,63.0,104.454624,0.0
392,F,West Region,College,37824.84705495949,10.4424463,Personal Auto,Four-Door Car,98.0,941.718054,0.0
393,M,Central,Bachelor,37824.84705495949,2.1996178,Personal Auto,Two-Door Car,65.0,468.0,0.0
394,F,East,Master,89879.0,5.1231709,Personal Auto,Two-Door Car,63.0,94.030308,0.0
395,M,North West,High School or Below,46998.0,7.4843105,Corporate Auto,Four-Door Car,96.0,460.8,0.0
396,M,North West,Bachelor,57099.0,2.6130231,Personal Auto,Two-Door Car,67.0,67.859881,0.0
397,F,Central,Bachelor,33897.0,9.080639699999999,Corporate Auto,SUV,114.0,539.843003,0.0
398,F,Central,High School or Below,59207.0,13.770976200000002,Personal Auto,Four-Door Car,116.0,556.8,0.0
399,M,North West,High School or Below,40171.0,2.8768228999999996,Personal Auto,Four-Door Car,73.0,350.4,0.0
400,M,East,Doctor,80192.0,5.4089115,Personal Auto,Four-Door Car,67.0,95.193157,0.0
401,M,East,High School or Below,74422.0,6.7703068,Personal Auto,Four-Door Car,85.0,95.338505,0.0
402,M,North West,College,37824.84705495949,24.1438756,Special Auto,Four-Door Car,87.0,626.4,0.0
403,F,Central,College,37824.84705495949,3.5380595,Personal Auto,Four-Door Car,67.0,321.6,0.0
404,F,Central,Bachelor,34226.0,29.0912394,Personal Auto,Luxury SUV,244.0,494.395024,0.0
405,F,West Region,High School or Below,65989.0,19.834201200000003,Personal Auto,SUV,123.0,115.545086,0.0
406,M,North West,High School or Below,30686.0,4.7313670000000005,Corporate Auto,Four-Door Car,61.0,19.938981,0.0
407,F,West Region,Master,37824.84705495949,35.537846,Personal Auto,Sports Car,113.0,799.926741,0.0
408,F,Central,High School or Below,20090.0,34.611379,Personal Auto,Sports Car,109.0,523.2,0.0
409,M,West Region,High School or Below,37824.84705495949,20.2163088,Personal Auto,Luxury SUV,183.0,878.4,0.0
410,M,North West,College,77094.0,13.9765193,Personal Auto,SUV,176.0,444.470676,0.0
411,F,West Region,College,97413.0,5.9040881999999995,Personal Auto,Four-Door Car,73.0,268.819985,0.0
412,F,North West,Master,79189.0,5.595835,Corporate Auto,Four-Door Car,69.0,331.2,0.0
413,F,West Region,High School or Below,37824.84705495949,2.2943035999999997,Personal Auto,Two-Door Car,62.0,297.6,0.0
414,F,Central,College,18577.0,6.2739119,Personal Auto,Four-Door Car,86.0,412.8,0.0
415,F,North West,College,37824.84705495949,3.726728,Special Auto,Sports Car,112.0,806.4,0.0
416,M,East,High School or Below,62777.0,2.6567131,Personal Auto,Two-Door Car,67.0,101.288069,0.0
417,M,North West,Bachelor,37824.84705495949,5.1106808,Corporate Auto,Four-Door Car,74.0,532.8,0.0
418,M,Central,College,17483.0,7.126596500000001,Personal Auto,Luxury Car,183.0,1317.6,0.0
419,M,North West,Master,84394.0,4.6016341,Personal Auto,SUV,114.0,691.412378,0.0
420,M,North West,College,37824.84705495949,9.1552397,Personal Auto,Sports Car,127.0,804.811859,0.0
421,F,North West,College,41440.0,14.808056200000001,Personal Auto,Four-Door Car,62.0,297.6,0.0
422,M,Central,High School or Below,37824.84705495949,8.9016784,Personal Auto,Sports Car,136.0,1090.86434,0.0
423,F,North West,College,98132.0,5.7345982,Personal Auto,Two-Door Car,71.0,50.587035,0.0
424,F,North West,High School or Below,37824.84705495949,4.177697,Personal Auto,Four-Door Car,112.0,537.6,0.0
425,M,West Region,Bachelor,88220.0,27.776289100000003,Personal Auto,Luxury Car,230.0,151.528482,0.0
426,F,Central,Master,58327.0,10.3643475,Personal Auto,SUV,129.0,347.075948,0.0
427,M,North West,Master,25950.0,7.8519014,Personal Auto,Two-Door Car,66.0,271.697529,0.0
428,M,North West,High School or Below,20993.0,4.7729438,Corporate Auto,SUV,133.0,638.4,0.0
429,M,North West,High School or Below,65726.0,14.2265049,Corporate Auto,SUV,177.0,849.6,0.0
430,M,East,Bachelors,84768.0,2.8754323999999998,Personal Auto,Two-Door Car,72.0,110.484661,0.0
431,F,East,Bachelor,36234.0,5.0412996,Personal Auto,Four-Door Car,63.0,113.534474,0.0
432,M,West Region,College,58842.0,4.3629312,Personal Auto,Four-Door Car,110.0,528.0,0.0
433,F,North West,Master,25629.0,9.6245244,Corporate Auto,Sports Car,124.0,595.2,0.0
434,F,East,College,77311.0,21.914405499999997,Personal Auto,SUV,181.0,113.609508,0.0
435,M,West Region,Doctor,37824.84705495949,6.9484221999999995,Personal Auto,Luxury SUV,196.0,1337.063487,0.0
436,M,East,High School or Below,95697.0,2.4715284,Personal Auto,Two-Door Car,61.0,114.273025,0.0
437,F,North West,Bachelor,22254.0,21.9039136,Personal Auto,Four-Door Car,79.0,125.194389,0.0
438,M,Central,High School or Below,65974.0,9.0288214,Personal Auto,Sports Car,113.0,235.220971,0.0
439,F,North West,College,37824.84705495949,5.3037595,Personal Auto,Four-Door Car,76.0,395.34111,0.0
440,M,East,High School or Below,92079.0,20.7082588,Corporate Auto,Four-Door Car,65.0,114.798771,0.0
441,M,Central,High School or Below,37824.84705495949,5.1237681,Personal Auto,Two-Door Car,74.0,772.798511,0.0
442,M,North West,College,37824.84705495949,9.492343,Personal Auto,SUV,132.0,633.6,0.0
443,F,North West,High School or Below,37824.84705495949,8.2048632,Personal Auto,Four-Door Car,73.0,350.4,0.0
444,F,Central,College,67752.0,9.8772957,Personal Auto,Sports Car,131.0,168.517149,0.0
445,F,West Region,Bachelor,25398.0,4.8150097,Corporate Auto,Four-Door Car,64.0,307.2,0.0
446,M,West Region,High School or Below,37824.84705495949,6.2770117,Personal Auto,Four-Door Car,88.0,633.6,0.0
447,M,West Region,High School or Below,33321.0,8.2606398,Special Auto,SUV,105.0,504.0,0.0
448,M,Central,Bachelor,37824.84705495949,2.54945,Corporate Auto,Four-Door Car,78.0,845.654042,0.0
449,,East,College,38923.0,11.3180898,Personal Auto,Four-Door Car,99.0,115.728852,0.0
450,F,North West,Bachelor,20325.0,3.8039218,Personal Auto,Sports Car,100.0,668.29397,0.0
451,M,North West,Bachelor,13129.0,8.635403499999999,Personal Auto,SUV,117.0,700.901632,0.0
452,F,North West,High School or Below,37824.84705495949,5.510559000000001,Personal Auto,Four-Door Car,73.0,525.6,0.0
453,M,Central,Master,49080.0,3.5858841,Corporate Auto,Four-Door Car,91.0,25.299,0.0
454,M,Central,College,42536.0,4.8892528,Personal Auto,Four-Door Car,63.0,375.330097,0.0
455,M,North West,Bachelor,29926.0,2.7569417,Corporate Auto,Four-Door Car,74.0,418.233667,0.0
456,M,Central,Doctor,37824.84705495949,3.2895474,Corporate Auto,Two-Door Car,86.0,398.240791,0.0
457,F,West Region,Bachelor,21450.0,10.937178500000002,Personal Auto,Sports Car,138.0,938.513425,0.0
458,M,West Region,High School or Below,33345.0,7.3755679,Corporate Auto,Four-Door Car,65.0,338.619869,0.0
459,F,West Region,Bachelor,15752.0,10.110778199999999,Corporate Auto,Two-Door Car,90.0,339.344531,0.0
460,F,North West,High School or Below,40169.0,5.1194143,Personal Auto,Four-Door Car,65.0,302.818833,0.0
461,F,West Region,College,26049.0,8.533832,Personal Auto,SUV,113.0,619.165344,0.0
462,M,Central,College,37824.84705495949,2.224768,Personal Auto,Four-Door Car,68.0,326.4,0.0
463,M,Central,Doctor,55411.0,8.0428038,Personal Auto,Sports Car,100.0,259.561195,0.0
464,M,North West,College,12459.0,2.5544371,Personal Auto,Four-Door Car,70.0,336.0,0.0
465,M,North West,Bachelor,64620.0,18.07394,Personal Auto,Two-Door Car,76.0,364.8,0.0
466,M,West Region,Bachelor,83140.0,2.4305066,Corporate Auto,Four-Door Car,61.0,179.161843,0.0
467,F,North West,Bachelor,37824.84705495949,3.1676584,Corporate Auto,Four-Door Car,92.0,662.4,0.0
468,F,Central,Bachelor,54422.0,5.465604,Corporate Auto,Four-Door Car,68.0,75.501852,0.0
469,M,West Region,College,68309.0,10.3575142,Corporate Auto,SUV,131.0,306.983596,0.0
470,M,West Region,High School or Below,56621.0,2.5378139,Personal Auto,Four-Door Car,65.0,84.026848,0.0
471,F,Central,College,38977.0,2.8219472,Special Auto,Four-Door Car,70.0,139.489926,0.0
472,M,Central,Bachelor,37824.84705495949,7.757128100000001,Corporate Auto,Two-Door Car,111.0,607.4459,0.0
473,M,Central,High School or Below,37824.84705495949,4.079132700000001,Corporate Auto,Two-Door Car,114.0,631.124372,0.0
474,F,Central,College,37824.84705495949,5.9555446,Personal Auto,Four-Door Car,83.0,628.023494,0.0
475,F,North West,Bachelor,83235.0,14.1586136,Personal Auto,Two-Door Car,70.0,336.0,0.0
476,M,Central,College,37824.84705495949,8.487238,Personal Auto,Two-Door Car,74.0,426.655599,0.0
477,M,Central,College,32390.0,6.285476899999999,Personal Auto,Four-Door Car,80.0,91.417923,0.0
